text,span,label,ordinal,ac,ot
"[""I 've also been amazed at all the new additions in the past few years : A new Jazz Bar , the most fantastic Dining Garden , the Best Thin Crust Pizzas , and now a Lasagna Menu which is to die for ( these are not your average lasagnas ) !""]",Lasagna Menu,positive,0,food quality,die for
['Not a great place for family or general dining .'],place,negative,0,restaurant miscellaneous,Not a great
['I can not imagine better Indian food in all of the city .'],Indian food,positive,0,food quality,better
['I did not try the caviar but I tried their salmon and crab salad ( they are all good )'],salmon,positive,0,food quality,good
['I did not try the caviar but I tried their salmon and crab salad ( they are all good )'],crab salad,positive,0,food quality,good
"['We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .']",food,positive,0,food quality,impressed
['The location is perfect .'],location,positive,0,location general,perfect
['A great place to meet up for some food and drinks ...'],place,positive,0,restaurant miscellaneous,great
['Planet Thai is great !'],Planet Thai,positive,0,restaurant general,great
['After really enjoying ourselves at the bar we sat down at a table and had dinner .'],bar,positive,0,restaurant miscellaneous,enjoying
['Food is great .'],Food,positive,0,food quality,great
['This dish is my favorite and I always get it when I go there and never get tired of it .'],dish,positive,0,food quality,favorite
['You should pass on the calamari .'],calamari,negative,0,food quality,pass
['The view is breathtaking the service is top notch ... the ambiance is wonderful .'],view,positive,0,location general,breathtaking
['The view is breathtaking the service is top notch ... the ambiance is wonderful .'],service,positive,0,service general,top notch
['The view is breathtaking the service is top notch ... the ambiance is wonderful .'],ambiance,positive,0,ambience general,wonderful
['Best drumsticks over rice and sour spicy soup in town !'],drumsticks over rice,positive,0,food quality,Best
['Best drumsticks over rice and sour spicy soup in town !'],sour spicy soup,positive,0,food quality,Best
['the drinks are amazing and half off till 8pm .'],drinks,positive,0,drinks quality,amazing
['the drinks are amazing and half off till 8pm .'],drinks,positive,0,drinks prices,amazing
"[""I 'm glad I was introduced to this place and this is a rare gem in NY .""]",place,positive,0,restaurant general,glad
"[""those rolls were big , but not good and sashimi was n't fresh .""]",rolls,positive,0,food style_options,big
"[""those rolls were big , but not good and sashimi was n't fresh .""]",rolls,negative,0,food quality,not good
"[""those rolls were big , but not good and sashimi was n't fresh .""]",sashimi,negative,0,food quality,was n't fresh
['THe perfect spot .'],spot,positive,0,restaurant general,perfect
"['Good spreads , great beverage selections and bagels really tasty .']",spreads,positive,0,food quality,Good
"['Good spreads , great beverage selections and bagels really tasty .']",beverage selections,positive,0,drinks style_options,great
"['Good spreads , great beverage selections and bagels really tasty .']",bagels,positive,0,food quality,tasty
"['The blond wood decor is very soothing , the premium sake is excellent and the service is great .']",blond wood decor,positive,0,ambience general,soothing
"['The blond wood decor is very soothing , the premium sake is excellent and the service is great .']",premium sake,positive,0,drinks quality,soothing
"['The blond wood decor is very soothing , the premium sake is excellent and the service is great .']",service,positive,0,service general,great
"['The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top-notch .']",food,positive,0,food quality,delicious
"['The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top-notch .']",halibut special,positive,0,food quality,delicious
"['The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top-notch .']",steak,positive,0,food quality,delicious
"['The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top-notch .']",service,positive,0,service general,top-notch
"[""If you venture off the island of Manhattan and ca n't seem to find a great Italian restaurant , drive to Corona .""]",Corona,positive,0,restaurant general,great
"[""Try the Pad Thai , it 's fabulous and their prices are so cheap !""]",Pad Thai,positive,0,food quality,Try
"[""Try the Pad Thai , it 's fabulous and their prices are so cheap !""]",Pad Thai,positive,0,food quality,fabulous
"['Furthermore , the rice had no seasoning , so the sushi was bland and disgusting .']",rice,negative,0,food quality,no seasoning
"['Furthermore , the rice had no seasoning , so the sushi was bland and disgusting .']",sushi,negative,0,food quality,bland
"['Furthermore , the rice had no seasoning , so the sushi was bland and disgusting .']",sushi,negative,0,food quality,disgusting
"[""The food is good , I ca n't lie .""]",food,positive,0,food quality,good
['The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .'],service,positive,0,service general,fast
['The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .'],service,positive,0,service general,friendly
['The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .'],food,positive,0,food quality,tasty
['The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .'],hot sauce,positive,0,food quality,best
['The waiter was attentive .'],waiter,positive,0,service general,attentive
['I loved this place ! !'],place,positive,0,restaurant general,loved
"['Just straight up cheap , good food .']",food,positive,0,food quality,good
"['Just straight up cheap , good food .']",food,positive,0,food prices,cheap
['I had a huge pastrami sandwich on a roll .'],pastrami sandwich on a roll,neutral,0,food style_options,huge
"['The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .']",food,positive,0,food quality,amazing
